Date,Open,High,Low,Close,Adj Close,Volume
1/3/2012,24.620001,24.889999,24.389999,24.540001,19.951847,44845600
1/4/2012,24.57,25.129999,24.530001,25.110001,20.415279,47504000
1/5/2012,25.059999,25.450001,24.98,25.4,20.651051,49490600
1/6/2012,25.209999,25.4,25.01,25.25,20.529097,36343500
1/9/2012,25.4,25.559999,25.219999,25.469999,20.707966,47478600
1/10/2012,25.709999,25.92,25.51,25.59,20.805529,41060900
1/11/2012,25.43,25.889999,25.34,25.799999,20.976271,57170000
1/12/2012,25.85,25.9,25.540001,25.75,20.935619,44420500
1/13/2012,25.690001,25.719999,25.1,25.139999,20.439667,63313400
1/17/2012,25.18,25.4,24.969999,25.040001,20.358362,60438600
1/18/2012,25.129999,25.48,25.01,25.389999,20.642923,62687000
1/19/2012,25.52,25.68,25.370001,25.629999,20.838053,64946300
1/20/2012,25.870001,26.469999,25.5,26.379999,21.447828,101272500
1/23/2012,26.35,26.889999,26.34,26.709999,21.716131,69663500
1/24/2012,26.700001,26.98,26.610001,26.9,21.870604,56220400
1/25/2012,26.84,26.950001,26.5,26.9,21.870604,54757900
1/26/2012,26.950001,27,26.6,26.75,21.748652,61678200
1/27/2012,26.66,26.84,26.59,26.73,21.732389,50587400
1/30/2012,26.51,26.799999,26.27,26.74,21.740524,60694100
1/31/2012,26.790001,26.799999,26.280001,26.42,21.480347,45325300
2/1/2012,26.74,26.84,26.51,26.549999,21.586042,46330600
2/2/2012,26.59,26.74,26.459999,26.49,21.537262,34780300
2/3/2012,26.67,26.950001,26.58,26.74,21.914249,42191600
2/6/2012,26.549999,26.73,26.360001,26.719999,21.897856,36772600
2/7/2012,26.629999,26.74,26.43,26.639999,21.832289,33101300
2/8/2012,26.66,26.99,26.610001,26.85,22.004393,37072100
2/9/2012,26.91,27,26.790001,26.860001,22.01259,35754200
2/10/2012,26.74,26.790001,26.450001,26.700001,21.881466,33616000
2/13/2012,26.83,26.84,26.52,26.700001,21.881466,24723000
2/14/2012,26.57,26.780001,26.5,26.780001,21.947027,25409300
2/15/2012,26.879999,26.879999,26.5,26.58,21.783121,35832700
2/16/2012,26.4,26.950001,26.35,26.83,21.988005,42450700
2/17/2012,26.860001,27.5,26.82,27.370001,22.430548,74254100
2/21/2012,27.34,27.370001,27.01,27.16,22.258453,34911800
2/22/2012,27.059999,27.35,26.51,26.73,21.90605,51973800
2/23/2012,26.559999,26.860001,26.35,26.66,21.848682,33800100
2/24/2012,26.719999,26.799999,26.450001,26.700001,21.881466,39309500
2/27/2012,26.52,27.200001,26.450001,26.889999,22.037176,46022400
2/28/2012,26.93,27.299999,26.82,27.24,22.324013,32820500
2/29/2012,27.25,27.299999,26.84,26.879999,22.028975,41856200
3/1/2012,27.059999,27.139999,26.709999,26.860001,22.01259,39413000
3/2/2012,26.9,27.030001,26.77,26.92,22.061766,29632800
3/5/2012,26.91,26.91,26.360001,26.540001,21.750341,32332200
3/6/2012,26.25,26.629999,26.200001,26.610001,21.807713,37196700
3/7/2012,26.58,27,26.52,26.91,22.053564,32720900
3/8/2012,27,27.040001,26.75,26.84,21.996197,37261600
3/9/2012,26.940001,27.17,26.870001,27.07,22.184685,29396700
3/12/2012,27,27.08,26.91,26.99,22.119131,24006900
3/13/2012,27.120001,27.5,27.120001,27.49,22.528893,33796800
3/14/2012,27.450001,27.9,27.34,27.459999,22.504309,46835700
3/15/2012,27.5,27.85,27.43,27.75,22.74197,34191900
3/16/2012,27.82,27.959999,27.700001,27.73,22.725574,54672100
3/19/2012,27.66,27.9,27.540001,27.74,22.733774,26937200
3/20/2012,27.65,27.9,27.559999,27.75,22.74197,22684900
3/21/2012,27.790001,27.889999,27.700001,27.780001,22.766563,22212900
3/22/2012,27.73,27.950001,27.610001,27.9,22.864901,23395100
3/23/2012,27.940001,27.99,27.68,27.879999,22.848511,24899500
3/26/2012,28.01,28.26,27.959999,28.190001,23.102566,32799700
3/27/2012,28.24,28.280001,28.07,28.190001,23.102566,24365100
3/28/2012,28.129999,28.25,27.799999,27.799999,22.782949,35152000
3/29/2012,27.75,28.18,27.67,28.16,23.077982,39616000
3/30/2012,28.389999,28.450001,28.02,28.120001,23.045198,43024400
4/2/2012,28.040001,28.450001,27.99,28.379999,23.25827,28853500
4/3/2012,28.309999,28.370001,27.950001,28.110001,23.037004,34152500
4/4/2012,27.870001,28.030001,27.6,27.93,22.889486,30845100
4/5/2012,27.870001,28.1,27.799999,28.07,23.004223,22033800
4/9/2012,27.73,27.9,27.59,27.76,22.750166,22965500
4/10/2012,27.700001,27.860001,27.41,27.450001,22.496117,36272100
4/11/2012,27.68,28,27.629999,27.85,22.823927,26668200
4/12/2012,27.969999,28.52,27.93,28.48,23.340229,37053200
4/13/2012,28.35,28.389999,28.08,28.09,23.020609,34480900
4/16/2012,28.26,28.549999,28.139999,28.41,23.282864,37480000
4/17/2012,28.450001,28.780001,28.41,28.469999,23.332029,61288000
4/18/2012,27.58,28.110001,27.459999,27.950001,22.905874,72249100
4/19/2012,27.870001,28.09,27.440001,27.690001,22.692802,43035900
4/20/2012,27.719999,27.969999,27.57,27.6,22.619043,38058500
4/23/2012,27.33,27.57,27.24,27.450001,22.496117,37791200
4/24/2012,27.35,27.6,27.24,27.309999,22.38138,35010600
4/25/2012,27.43,27.91,27.35,27.860001,22.832123,40854600
4/26/2012,27.799999,28.299999,27.75,28.219999,23.127153,46644900
4/27/2012,28.110001,28.530001,28.1,28.379999,23.25827,33310200
4/30/2012,28.42,28.540001,28.290001,28.4,23.27467,28810500
5/1/2012,28.469999,29.049999,28.370001,28.950001,23.72541,43316200
5/2/2012,28.82,29.27,28.719999,29.18,23.9139,40434700
5/3/2012,29.26,29.27,28.42,28.559999,23.575459,41219000
5/4/2012,28.32,28.379999,27.84,27.9,23.030649,34573600
5/7/2012,27.83,27.98,27.65,27.76,22.915081,37385900
5/8/2012,27.48,27.6,27.01,27.370001,22.593149,53087400
5/9/2012,27.08,27.35,26.75,27.190001,22.444559,40599300
5/10/2012,27.34,27.459999,26.959999,27.24,22.485832,36239000
5/11/2012,27.26,27.950001,27.200001,27.629999,22.80777,34937400
5/14/2012,27.35,27.4,26.879999,27.02,22.304232,39447300
5/15/2012,27.049999,27.25,26.82,26.879999,22.188662,35712100
5/16/2012,26.91,26.99,26.49,26.5,21.874987,44629300
5/17/2012,26.469999,26.66,26.190001,26.190001,21.619091,31503200
5/18/2012,26.24,26.57,26.049999,26.07,21.520033,43444900
